Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
09.06.2015;10.06.2015;90.151,50;45.652,00;11.313,75;101.304,00;97.875,50;2.524,00;219.514,50;341.631,75;245.201,75;32.515,50;32.838,50;192.883,75
10.06.2015;11.06.2015;89.954,50;48.729,50;9.874,00;74.324,50;143.399,00;2.868,75;217.880,00;349.217,75;253.309,00;28.644,50;29.281,25;188.483,50
11.06.2015;12.06.2015;91.738,50;50.428,25;4.710,25;55.090,50;172.317,75;2.838,25;216.931,25;329.313,25;266.220,75;28.220,75;32.084,25;186.848,25
12.06.2015;13.06.2015;92.208,50;49.637,25;8.783,00;46.994,00;199.814,75;2.813,00;215.402,00;327.440,25;272.733,25;28.199,25;30.970,75;176.483,00
13.06.2015;14.06.2015;91.771,00;50.103,75;23.139,50;114.343,50;143.344,00;2.541,00;206.699,00;311.725,50;87.656,75;22.813,50;22.887,25;106.759,25
14.06.2015;15.06.2015;92.758,00;50.527,25;14.474,25;103.283,25;166.147,25;2.542,50;203.701,00;283.104,50;61.658,75;24.163,00;24.254,50;107.221,25
15.06.2015;16.06.2015;92.328,00;51.296,75;19.495,25;97.091,75;133.095,75;2.721,50;209.943,75;324.649,25;224.080,00;27.879,00;28.590,00;154.806,25
16.06.2015;17.06.2015;92.054,25;52.145,00;13.948,00;77.089,00;137.919,50;2.784,75;213.264,00;329.922,75;265.613,25;26.777,50;23.269,00;164.608,25
17.06.2015;18.06.2015;91.517,25;52.912,00;30.859,75;90.243,75;192.863,00;2.840,50;213.903,25;322.231,75;234.241,25;28.103,75;27.048,25;142.959,50
18.06.2015;19.06.2015;90.885,25;52.878,25;32.746,50;186.895,25;87.712,25;2.750,25;212.884,50;342.852,50;256.004,25;21.392,00;33.308,75;162.254,75
19.06.2015;20.06.2015;90.775,00;52.199,75;36.075,50;186.404,75;104.665,00;2.833,75;200.087,50;332.797,75;253.086,75;26.189,25;28.499,25;146.798,00
20.06.2015;21.06.2015;91.015,00;53.231,00;15.562,75;127.453,50;107.566,75;2.880,50;180.704,00;300.758,00;101.467,00;22.773,50;25.802,25;108.629,25
21.06.2015;22.06.2015;91.858,25;53.412,50;10.671,00;63.819,25;107.638,00;2.687,75;177.535,50;302.685,25;71.014,50;21.358,25;29.336,25;108.550,75
22.06.2015;23.06.2015;91.203,50;52.469,75;6.750,25;119.582,25;90.984,00;2.707,75;183.632,50;326.170,00;256.820,25;28.282,00;38.097,00;177.330,25
23.06.2015;24.06.2015;91.188,00;51.108,00;23.737,00;168.245,00;126.520,50;2.973,00;204.960,50;348.373,25;280.781,75;26.941,75;16.589,50;166.094,00
24.06.2015;25.06.2015;87.949,50;50.963,75;27.716,50;162.552,75;132.834,25;2.963,25;216.097,75;352.062,00;258.697,00;26.408,50;28.401,75;164.344,50
25.06.2015;26.06.2015;91.990,50;50.585,00;2.865,75;48.914,00;175.956,75;2.955,75;215.983,50;346.084,25;285.539,50;21.981,75;31.549,00;178.515,00
26.06.2015;27.06.2015;91.940,00;51.532,50;2.245,75;25.408,75;157.908,75;2.849,75;214.712,50;344.033,50;296.206,75;17.634,00;29.922,75;173.287,25
27.06.2015;28.06.2015;92.399,00;50.768,50;8.142,75;150.722,00;112.502,75;2.661,50;209.958,75;347.437,25;127.723,50;14.786,25;24.640,00;110.572,25
28.06.2015;29.06.2015;92.888,00;50.727,00;11.208,75;61.313,25;186.137,75;2.610,00;195.677,25;323.802,50;79.084,75;31.827,25;22.327,75;105.319,50
29.06.2015;30.06.2015;92.172,25;50.934,00;5.667,50;46.859,75;182.153,75;2.707,00;198.881,50;356.216,00;291.929,50;26.985,00;33.727,25;174.144,75
30.06.2015;01.07.2015;91.406,75;51.478,50;2.119,75;37.789,00;207.983,25;2.714,50;196.911,00;331.747,50;319.439,50;26.347,25;35.321,50;185.654,75
01.07.2015;02.07.2015;91.089,50;51.458,00;26.174,75;118.749,25;217.829,00;2.297,25;206.299,75;333.022,50;291.209,75;32.562,25;35.284,75;162.994,25
02.07.2015;03.07.2015;90.944,75;52.177,25;36.830,50;185.107,75;212.960,75;2.279,50;206.343,00;347.933,25;258.314,25;30.436,00;45.542,25;162.765,00
03.07.2015;04.07.2015;90.570,75;51.039,50;6.006,00;80.498,75;189.465,75;2.505,50;175.014,25;341.379,75;268.038,25;52.350,25;39.999,50;178.117,00
04.07.2015;05.07.2015;89.963,25;50.181,25;9.806,50;72.082,75;196.261,50;2.100,75;151.614,25;329.540,00;190.187,00;28.916,50;30.099,50;140.078,00
05.07.2015;06.07.2015;89.429,75;49.270,50;6.067,75;80.317,50;174.594,00;2.085,50;153.796,75;329.517,75;136.384,00;27.361,00;28.524,25;102.302,00
06.07.2015;07.07.2015;90.811,00;48.862,25;26.693,25;163.693,50;190.644,25;2.195,75;156.094,00;358.495,75;214.223,00;36.284,50;41.057,75;164.797,00
07.07.2015;08.07.2015;90.662,25;49.112,00;15.158,00;85.404,75;184.434,50;2.176,25;155.877,50;365.025,00;248.633,25;45.177,00;29.221,00;173.792,50
08.07.2015;09.07.2015;89.981,25;48.988,75;45.049,50;366.535,00;127.194,25;2.249,25;150.446,00;353.150,75;197.440,00;27.054,00;22.896,25;126.688,50
09.07.2015;10.07.2015;89.734,25;47.660,00;49.376,75;372.870,75;137.694,00;2.310,25;146.972,50;335.797,00;172.600,50;30.480,75;23.959,25;122.709,25
10.07.2015;11.07.2015;90.102,00;47.376,00;22.914,00;215.243,75;200.968,50;2.404,00;153.994,75;330.701,25;207.760,75;28.177,00;25.730,50;126.376,25
11.07.2015;12.07.2015;92.336,50;45.791,25;5.651,50;43.630,50;193.950,00;2.289,75;157.331,50;318.507,00;171.898,25;25.411,75;25.134,50;114.741,00
12.07.2015;13.07.2015;92.527,50;44.706,25;11.963,00;101.833,25;140.937,50;2.247,00;154.393,25;335.896,00;111.361,50;24.893,75;17.085,00;95.537,75
13.07.2015;14.07.2015;91.337,75;44.010,25;2.707,00;111.312,00;75.684,25;2.385,50;157.424,00;383.175,50;252.772,50;25.897,00;30.952,25;166.376,75
14.07.2015;15.07.2015;91.091,25;46.137,25;1.972,00;115.347,75;108.583,50;2.420,00;157.281,75;383.020,75;279.159,00;25.403,75;27.500,75;175.934,50
15.07.2015;16.07.2015;92.049,75;45.533,25;6.927,25;46.167,75;162.619,50;2.282,00;157.184,50;373.437,75;283.844,25;40.422,00;30.589,00;198.508,25
16.07.2015;17.07.2015;92.082,25;45.070,25;7.481,00;30.693,50;183.513,25;2.345,00;155.645,50;357.600,50;283.319,00;40.093,50;37.933,25;196.024,50
17.07.2015;18.07.2015;91.253,00;44.371,00;37.793,25;148.407,75;168.474,25;2.332,25;153.522,50;355.815,00;265.098,75;27.846,25;32.797,75;179.435,25
18.07.2015;19.07.2015;91.930,50;44.210,75;27.817,00;127.152,25;148.599,75;2.179,75;153.407,75;351.624,75;205.230,00;26.334,25;24.351,00;117.825,25
19.07.2015;20.07.2015;91.585,25;41.754,50;16.706,75;116.474,50;108.780,25;2.167,50;155.378,75;352.109,00;158.590,00;35.125,25;19.022,50;100.673,75
20.07.2015;21.07.2015;90.157,00;43.225,75;15.827,75;110.661,00;145.534,00;2.366,75;154.806,25;383.832,00;233.139,00;49.842,75;34.855,75;164.527,25
21.07.2015;22.07.2015;88.590,00;44.170,00;37.421,75;166.761,75;172.693,50;2.401,50;148.792,25;365.307,50;264.349,25;56.961,50;31.765,75;162.608,75
22.07.2015;23.07.2015;89.044,50;43.724,25;14.400,75;68.519,75;165.599,00;2.438,50;150.936,50;398.677,00;277.226,00;65.358,50;20.835,25;179.008,75
23.07.2015;24.07.2015;89.822,75;44.128,75;10.328,00;68.933,00;132.928,50;2.480,50;152.975,50;404.047,50;274.455,50;69.783,50;22.567,75;175.609,50
24.07.2015;25.07.2015;90.694,75;43.569,00;10.409,75;74.287,00;169.176,50;2.490,25;174.189,25;384.870,75;251.373,25;49.009,50;26.915,00;166.014,50
25.07.2015;26.07.2015;90.776,50;42.415,25;37.347,00;405.351,25;135.593,25;2.227,75;170.105,50;292.918,50;49.112,25;30.248,25;15.243,75;101.004,75
26.07.2015;27.07.2015;90.503,00;41.215,25;27.926,00;245.750,00;177.346,75;2.257,00;164.869,00;274.977,00;57.138,25;37.022,75;23.509,50;97.306,25
27.07.2015;28.07.2015;89.642,50;39.462,25;26.008,00;247.722,00;113.896,00;2.330,75;186.283,25;382.828,50;155.203,75;25.434,25;22.433,50;111.630,50
28.07.2015;29.07.2015;88.924,50;39.918,75;37.309,75;394.006,00;123.038,25;2.241,25;182.843,25;358.624,75;95.416,00;31.038,50;23.460,50;98.557,00
29.07.2015;30.07.2015;89.253,50;39.549,00;47.368,25;344.947,00;118.725,00;2.257,25;178.988,25;377.086,25;117.944,50;39.368,00;21.501,00;93.239,25
30.07.2015;31.07.2015;89.678,25;41.001,75;52.908,50;334.285,25;151.512,00;2.258,50;177.096,25;361.922,25;119.212,00;43.813,75;22.346,25;86.384,00
31.07.2015;01.08.2015;89.987,00;39.088,25;27.556,00;112.514,25;188.271,50;2.346,75;187.622,50;407.860,00;133.899,75;27.613,25;24.936,50;87.824,00
01.08.2015;02.08.2015;88.882,00;37.143,75;4.535,50;58.927,00;157.697,00;2.253,50;185.608,25;372.276,00;78.492,25;32.308,50;25.862,75;85.284,00
02.08.2015;03.08.2015;88.203,25;39.845,25;3.960,00;36.617,00;183.835,25;2.204,75;176.628,25;330.760,00;48.840,25;42.788,00;20.834,50;87.573,25
03.08.2015;04.08.2015;88.370,50;39.499,50;22.996,00;102.528,25;203.408,25;2.170,25;186.830,25;389.429,25;158.360,50;26.479,25;30.937,25;109.881,00
04.08.2015;05.08.2015;87.616,00;39.605,75;13.808,25;153.487,50;139.899,75;2.221,75;188.275,50;388.384,50;221.276,00;28.164,25;22.645,75;112.758,50
05.08.2015;06.08.2015;88.262,00;41.123,00;10.566,50;54.508,00;194.809,00;2.237,50;189.266,00;393.377,00;252.300,00;24.681,25;25.192,25;110.401,50
06.08.2015;07.08.2015;88.661,75;41.190,50;17.846,00;81.220,00;190.601,50;2.194,00;188.083,75;385.273,25;262.892,75;23.514,50;33.426,25;115.849,25
07.08.2015;08.08.2015;88.408,75;40.427,50;3.273,00;69.198,25;176.365,25;2.131,50;200.423,00;386.070,75;273.294,75;25.864,25;27.524,50;110.807,75
08.08.2015;09.08.2015;89.192,50;40.438,50;7.884,25;121.174,00;157.084,00;1.988,25;199.568,50;353.650,25;132.633,75;28.359,25;22.139,00;91.578,50
09.08.2015;10.08.2015;89.308,50;39.368,25;2.431,00;65.743,00;171.796,75;1.889,00;207.397,50;342.596,75;89.138,75;31.342,00;24.222,25;86.137,00
10.08.2015;11.08.2015;88.761,25;40.724,50;2.987,25;72.776,50;149.189,50;2.162,75;214.911,00;382.184,75;248.397,50;24.709,75;35.812,75;109.472,50
11.08.2015;12.08.2015;87.966,25;41.849,50;3.992,25;78.365,00;166.505,50;2.212,25;217.792,50;382.863,75;292.769,25;24.389,00;30.663,75;117.576,00
12.08.2015;13.08.2015;88.764,00;41.182,75;6.187,75;69.161,50;154.921,25;2.155,50;218.576,75;387.138,75;316.812,00;26.414,50;27.560,00;120.435,75
13.08.2015;14.08.2015;89.034,75;38.838,00;32.308,50;158.313,00;182.843,50;2.162,00;233.095,50;376.479,50;274.749,75;33.929,75;21.206,50;105.132,75
14.08.2015;15.08.2015;89.117,75;37.900,25;35.026,75;174.742,00;146.496,00;2.186,25;239.852,50;361.568,00;246.148,25;27.482,75;24.574,00;104.068,00
15.08.2015;16.08.2015;89.143,00;37.490,00;8.104,25;61.800,75;121.590,25;2.076,50;248.789,75;322.192,75;173.262,50;30.370,25;19.002,50;86.110,75
16.08.2015;17.08.2015;88.903,25;38.797,25;19.145,50;72.583,50;56.385,75;2.041,25;252.442,00;310.469,50;149.385,00;34.295,00;11.441,25;89.473,75
17.08.2015;18.08.2015;89.313,25;41.627,50;24.232,75;115.278,50;49.826,25;2.113,00;253.164,25;376.461,00;237.353,50;30.173,00;28.999,50;127.384,50
18.08.2015;19.08.2015;90.391,00;43.765,25;25.358,00;90.762,00;94.327,50;2.130,25;253.495,25;382.902,50;261.598,00;23.198,50;25.635,25;129.369,25
19.08.2015;20.08.2015;90.633,75;43.310,75;7.516,50;27.790,75;104.524,00;2.127,75;254.817,25;415.275,50;253.869,75;23.078,75;24.020,50;127.675,00
20.08.2015;21.08.2015;91.024,50;43.762,75;3.796,00;22.609,25;123.529,25;2.116,50;253.930,75;418.866,50;273.452,50;21.460,25;20.834,25;123.106,25
21.08.2015;22.08.2015;91.515,50;40.020,00;8.559,00;42.197,00;173.469,25;2.105,50;240.423,25;416.273,00;242.863,50;24.579,50;22.825,50;109.803,00
22.08.2015;23.08.2015;91.308,50;36.996,25;22.112,75;95.013,75;186.346,75;1.810,25;250.049,50;390.368,00;101.922,25;23.083,75;19.507,00;83.025,75
23.08.2015;24.08.2015;91.184,25;34.285,00;48.513,50;248.168,25;171.316,75;1.799,25;235.772,25;317.846,25;50.668,25;22.200,50;22.516,75;88.123,25
24.08.2015;25.08.2015;91.406,00;33.299,25;33.374,25;221.302,75;120.085,25;2.208,25;247.707,50;404.601,75;193.070,50;24.714,50;28.851,50;108.456,50
25.08.2015;26.08.2015;90.677,00;36.485,75;49.973,00;351.305,75;127.302,00;2.250,75;242.005,25;369.354,50;155.283,00;24.043,00;26.295,50;113.171,00
26.08.2015;27.08.2015;91.211,00;38.503,50;52.252,25;232.381,25;180.242,50;2.253,25;242.533,50;402.496,25;198.035,25;22.062,00;23.649,50;108.156,00
27.08.2015;28.08.2015;91.247,00;38.317,25;43.390,50;194.794,25;119.739,50;2.248,00;247.130,50;392.138,00;264.777,25;22.193,00;32.812,50;114.680,25
28.08.2015;29.08.2015;91.660,25;38.685,00;22.164,25;68.404,75;107.128,75;2.160,25;251.412,50;398.004,50;343.916,50;34.220,25;31.218,00;111.026,00
29.08.2015;30.08.2015;90.989,00;37.302,25;13.413,00;28.552,75;172.191,50;1.778,75;250.378,00;399.092,75;170.404,50;31.530,75;23.660,25;100.693,25
30.08.2015;31.08.2015;91.333,50;34.355,25;5.002,50;38.570,00;162.396,25;1.765,00;248.220,50;366.891,50;122.391,25;30.750,25;23.119,25;90.488,50
31.08.2015;01.09.2015;90.458,00;35.328,00;16.268,25;78.775,00;166.717,25;2.014,25;248.900,25;374.879,25;320.576,25;31.909,50;46.144,25;112.852,00
01.09.2015;02.09.2015;90.532,50;38.358,75;45.362,00;169.191,00;94.595,50;2.036,75;250.476,25;358.430,25;348.013,50;40.904,25;29.846,00;121.820,75
02.09.2015;03.09.2015;90.828,75;39.312,25;55.391,75;139.936,50;120.105,00;2.013,25;252.864,00;386.878,75;301.666,25;22.318,00;23.469,75;171.922,75
03.09.2015;04.09.2015;91.341,00;39.213,50;51.440,75;60.937,75;91.535,50;1.994,00;250.230,25;395.783,75;344.939,25;35.695,50;28.790,50;128.997,00
04.09.2015;05.09.2015;91.866,75;43.017,75;35.458,75;185.877,25;123.201,00;1.965,50;251.945,75;384.412,75;276.820,50;21.677,25;24.222,75;131.713,00
05.09.2015;06.09.2015;92.042,00;40.010,00;46.857,75;389.602,75;95.646,25;2.003,25;242.819,50;303.601,50;61.527,75;22.748,50;23.380,25;92.270,50
06.09.2015;07.09.2015;92.457,00;40.508,00;40.376,25;458.040,25;97.597,75;2.009,75;210.430,75;238.293,75;50.793,75;19.645,75;17.439,75;101.112,00
07.09.2015;08.09.2015;92.086,25;37.257,50;22.301,75;139.803,00;89.034,50;2.103,50;252.832,25;391.034,00;282.896,25;23.661,75;26.983,50;117.954,50
08.09.2015;09.09.2015;91.980,00;38.357,00;11.571,75;69.665,75;117.961,25;2.122,50;252.415,75;428.175,50;343.414,75;24.059,25;25.944,00;121.169,75
09.09.2015;10.09.2015;92.178,75;36.326,00;5.157,75;83.773,75;142.308,25;2.141,25;252.758,75;448.891,25;329.660,75;29.310,50;19.709,25;118.220,75
10.09.2015;11.09.2015;92.361,75;35.106,50;16.624,75;130.173,00;141.591,50;2.228,00;252.322,25;435.335,50;279.040,75;25.255,00;24.129,50;119.867,50
11.09.2015;12.09.2015;93.806,00;34.886,00;32.165,00;117.658,75;138.020,25;2.242,50;251.336,50;431.158,75;268.119,25;24.639,00;29.461,00;108.476,50
12.09.2015;13.09.2015;94.777,75;33.543,50;27.647,00;117.242,25;131.438,00;1.992,75;250.851,75;410.380,00;193.317,50;22.498,00;17.900,75;84.464,50
13.09.2015;14.09.2015;94.369,25;30.490,00;16.807,75;113.834,50;96.787,50;1.896,00;240.394,00;416.142,50;131.324,00;21.659,25;13.265,00;78.524,75
14.09.2015;15.09.2015;94.157,50;32.278,25;25.995,75;192.470,25;70.733,00;1.970,25;247.540,25;431.489,50;257.513,75;24.122,50;29.003,75;112.979,00
15.09.2015;16.09.2015;93.538,25;39.158,75;53.067,50;309.350,50;95.002,50;1.954,25;250.891,75;387.040,25;195.537,25;30.397,75;23.054,75;108.329,75
16.09.2015;17.09.2015;93.212,75;37.554,50;37.471,25;267.351,00;70.322,75;2.008,50;249.725,75;419.185,50;239.973,00;33.142,00;25.629,25;405.787,00
17.09.2015;18.09.2015;92.594,25;36.770,00;53.627,50;391.476,00;76.104,50;1.982,25;238.955,50;379.446,50;194.574,50;42.710,00;18.598,50;111.691,25
18.09.2015;19.09.2015;92.786,25;37.116,50;25.849,50;172.997,50;111.527,75;2.053,50;249.873,50;426.199,75;281.077,25;23.905,50;21.938,25;109.922,25
19.09.2015;20.09.2015;92.993,75;35.489,00;10.885,75;76.718,75;105.756,50;1.937,75;250.695,25;439.772,25;172.295,00;21.780,75;23.387,00;491.341,00
20.09.2015;21.09.2015;92.635,25;33.017,75;26.053,00;140.167,25;90.975,25;1.958,25;248.258,25;421.317,25;91.608,50;21.986,75;15.393,00;76.898,25
21.09.2015;22.09.2015;92.471,50;31.812,50;18.042,50;71.340,00;133.641,75;2.221,00;249.817,00;438.085,75;316.346,50;40.277,75;27.241,00;114.519,25
22.09.2015;23.09.2015;92.546,25;33.554,75;27.265,25;152.469,25;66.472,25;2.207,00;247.460,50;412.417,75;342.632,75;37.890,50;24.406,75;119.422,00
23.09.2015;24.09.2015;93.403,50;36.756,25;2.167,25;75.820,25;64.207,00;2.357,00;251.582,00;443.341,50;388.991,00;52.211,00;30.659,00;115.643,75
24.09.2015;25.09.2015;92.805,00;37.948,50;35.153,25;157.344,50;99.773,00;2.208,75;247.256,25;419.513,50;311.845,25;37.885,75;21.940,75;113.215,00
25.09.2015;26.09.2015;93.162,50;36.494,50;25.134,50;60.488,00;104.588,50;2.304,25;236.004,00;441.946,25;350.781,00;33.878,50;30.750,00;112.626,25
26.09.2015;27.09.2015;93.676,50;35.069,75;6.739,25;57.646,75;94.858,50;2.308,75;221.873,25;429.081,00;260.299,00;22.690,00;21.408,25;83.951,50
27.09.2015;28.09.2015;93.933,75;31.862,75;6.856,50;84.852,25;130.183,75;2.266,50;221.354,25;421.092,25;136.771,00;22.965,00;19.260,00;80.017,25
28.09.2015;29.09.2015;94.387,00;31.740,75;2.541,50;83.345,50;130.786,50;2.490,50;222.612,00;443.644,75;331.334,25;33.073,50;31.343,25;118.387,25
29.09.2015;30.09.2015;94.004,00;34.661,75;1.801,75;163.113,25;142.000,50;2.490,50;223.464,50;428.696,75;325.359,75;33.368,25;29.815,25;290.363,25
30.09.2015;01.10.2015;93.100,75;33.542,50;2.586,50;146.542,75;159.769,75;2.464,00;223.386,75;434.234,00;343.423,25;34.042,50;33.353,25;120.321,75
01.10.2015;02.10.2015;92.475,50;32.037,75;4.214,75;103.322,50;169.808,00;2.031,00;223.653,25;426.387,00;365.198,00;27.439,00;29.846,00;123.220,50
02.10.2015;03.10.2015;92.584,50;29.878,50;5.392,00;71.689,25;160.641,00;2.097,00;223.610,50;430.142,00;384.011,00;24.288,50;31.760,50;123.100,00
03.10.2015;04.10.2015;93.039,25;29.876,75;6.509,25;58.469,75;134.111,75;2.099,50;222.598,00;407.282,00;216.858,50;24.735,00;24.889,75;86.493,75
04.10.2015;05.10.2015;93.024,50;28.225,50;6.293,75;49.201,00;72.106,75;2.076,75;221.415,75;419.787,25;200.254,25;22.882,25;20.047,25;86.439,00
05.10.2015;06.10.2015;93.471,00;28.538,00;22.887,75;94.152,00;101.552,75;2.025,25;219.754,75;420.037,25;338.782,50;29.586,75;28.483,25;108.213,00
06.10.2015;07.10.2015;93.930,00;33.211,50;59.658,75;233.524,50;56.156,25;2.003,25;186.235,25;409.419,75;326.447,25;53.657,50;25.378,75;130.580,25
07.10.2015;08.10.2015;94.135,25;35.618,00;41.136,25;167.183,00;37.457,25;2.049,75;191.239,50;410.042,50;345.026,00;60.594,50;29.445,25;122.156,00
08.10.2015;09.10.2015;94.951,50;39.213,75;15.636,25;43.872,00;44.709,50;2.102,00;194.268,75;435.959,75;367.430,25;75.692,00;28.851,50;124.796,50
09.10.2015;10.10.2015;94.784,50;37.356,75;6.674,00;37.421,00;60.436,25;2.198,50;194.171,00;443.800,25;351.865,50;70.435,00;27.658,50;128.829,75
10.10.2015;11.10.2015;95.038,00;34.707,75;26.065,00;154.841,25;72.660,50;2.172,50;191.794,75;432.700,75;232.143,00;26.867,25;19.850,50;89.825,50
11.10.2015;12.10.2015;94.874,25;30.277,00;56.997,00;267.702,00;111.137,25;1.942,50;185.662,75;408.338,75;80.935,75;23.144,75;18.720,75;83.808,50
12.10.2015;13.10.2015;95.435,00;27.552,50;49.690,75;176.056,50;119.868,75;2.175,25;190.002,50;425.450,00;281.815,00;41.222,00;28.051,75;136.269,00
13.10.2015;14.10.2015;95.507,00;30.474,75;41.860,00;92.499,25;44.310,00;2.210,75;191.173,50;433.504,00;358.394,25;79.626,25;39.487,75;163.771,75
14.10.2015;15.10.2015;95.540,75;33.953,75;58.198,00;75.796,75;22.928,50;2.230,25;188.252,00;432.683,00;371.685,00;96.212,75;29.705,25;168.680,00
15.10.2015;16.10.2015;95.343,75;35.192,75;55.160,50;117.760,75;13.683,00;2.245,75;189.621,25;406.736,50;372.569,75;106.437,00;28.916,00;166.523,25
16.10.2015;17.10.2015;94.918,00;36.384,50;54.685,50;35.579,00;16.653,50;2.269,50;194.987,00;390.528,00;406.679,00;97.450,25;34.510,50;163.446,75
17.10.2015;18.10.2015;95.062,00;35.079,75;18.162,75;10.383,75;30.161,50;2.260,50;195.398,75;373.026,75;348.733,25;46.815,50;19.552,25;134.068,50
18.10.2015;19.10.2015;94.975,25;32.585,50;12.551,00;18.536,75;29.224,75;2.230,25;195.294,00;368.488,25;309.911,25;29.603,00;19.587,25;106.871,25
19.10.2015;20.10.2015;95.330,50;33.283,25;4.820,00;17.571,50;37.181,25;2.101,75;194.707,25;403.443,50;381.021,50;81.524,25;31.559,50;159.209,00
20.10.2015;21.10.2015;96.359,75;34.514,75;1.960,00;24.324,25;35.196,50;1.965,25;194.887,75;422.525,50;374.541,25;81.962,75;27.524,00;158.864,00
21.10.2015;22.10.2015;96.293,25;34.541,50;38.933,00;76.030,50;42.148,75;2.233,00;221.766,00;430.919,75;357.126,00;73.103,50;31.776,50;152.589,50
22.10.2015;23.10.2015;95.928,00;31.785,50;54.439,25;204.215,25;36.772,75;2.357,75;222.251,75;415.601,00;350.648,50;48.089,50;27.791,50;147.498,75
23.10.2015;24.10.2015;96.033,75;31.313,50;31.462,75;152.957,75;62.098,00;2.325,50;225.399,25;390.335,25;339.993,25;54.582,50;32.909,75;144.257,75
24.10.2015;25.10.2015;97.001,75;31.312,75;41.229,25;92.099,50;65.284,50;2.240,75;249.490,00;407.832,00;247.971,00;33.840,00;20.368,75;133.914,25
25.10.2015;26.10.2015;101.354,50;30.584,50;28.327,75;93.321,25;40.375,75;2.313,50;265.692,00;429.658,25;187.054,25;28.835,75;20.018,75;331.426,00
26.10.2015;27.10.2015;97.171,50;30.523,25;21.293,50;113.701,00;77.656,25;2.352,50;258.562,50;414.880,00;315.586,50;53.844,50;27.399,00;142.900,25
27.10.2015;28.10.2015;95.777,50;30.635,25;26.584,00;137.088,00;64.448,25;2.310,25;256.902,75;417.496,50;334.555,50;58.762,75;32.121,75;144.080,00
28.10.2015;29.10.2015;94.439,00;28.550,50;37.821,50;128.440,25;50.587,25;2.263,25;253.100,00;422.404,75;320.122,25;75.224,75;27.233,50;146.252,25
29.10.2015;30.10.2015;95.370,75;29.959,50;6.270,00;28.269,00;30.313,50;2.277,25;258.681,00;424.080,50;344.333,50;108.996,75;41.777,00;153.842,25
30.10.2015;31.10.2015;97.054,25;31.049,25;23.095,00;61.640,75;34.646,50;2.271,75;258.947,50;417.276,00;341.231,00;86.496,25;20.728,00;153.671,25
31.10.2015;01.11.2015;97.231,25;28.852,00;30.191,25;157.230,75;72.030,75;2.272,25;254.818,75;387.935,75;203.381,25;37.413,00;16.698,75;105.752,00
01.11.2015;02.11.2015;96.208,25;25.963,25;3.017,25;80.399,00;87.092,50;2.346,75;257.119,00;394.366,75;158.700,00;38.342,25;17.624,00;85.205,25
02.11.2015;03.11.2015;95.520,25;25.733,00;2.545,00;33.729,50;80.937,25;2.612,50;256.261,00;423.060,00;314.397,00;76.230,50;27.037,25;149.954,00
