Datum von;Datum bis;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen
02.06.2016;03.06.2016;122.669,75;34.508,50;45.243,25;42.918,00
03.06.2016;04.06.2016;111.693,75;21.047,00;41.154,75;49.492,00
04.06.2016;05.06.2016;101.142,75;9.171,50;27.638,25;64.333,00
05.06.2016;06.06.2016;88.089,75;8.061,25;17.711,50;62.317,00
06.06.2016;07.06.2016;101.486,25;1.161,25;22.923,50;77.401,50
07.06.2016;08.06.2016;104.123,00;2.226,50;21.580,00;80.316,50
08.06.2016;09.06.2016;163.561,50;30.948,75;62.559,25;70.053,50
09.06.2016;10.06.2016;116.724,75;19.129,00;43.516,50;54.079,25
10.06.2016;11.06.2016;162.138,50;20.019,00;65.778,00;76.341,50
11.06.2016;12.06.2016;64.901,00;3.327,75;15.466,25;46.107,00
12.06.2016;13.06.2016;88.550,00;17.586,50;34.545,75;36.417,75
13.06.2016;14.06.2016;107.269,25;25.079,00;41.961,75;40.228,50
14.06.2016;15.06.2016;78.928,50;7.833,50;24.854,75;46.240,25
15.06.2016;16.06.2016;68.955,50;1.051,50;11.916,50;55.987,50
16.06.2016;17.06.2016;71.992,50;336,00;11.286,25;60.370,25
17.06.2016;18.06.2016;95.981,50;3.158,75;42.469,25;50.353,50
18.06.2016;19.06.2016;126.713,50;15.077,00;44.583,50;67.053,00
19.06.2016;20.06.2016;102.621,75;14.432,50;38.431,25;49.758,00
20.06.2016;21.06.2016;196.679,50;38.981,00;94.259,50;63.439,00
21.06.2016;22.06.2016;74.571,25;2.796,00;35.946,00;35.829,25
22.06.2016;23.06.2016;93.063,75;7.783,75;22.505,50;62.774,50
23.06.2016;24.06.2016;159.813,25;18.701,75;57.673,00;83.438,50
24.06.2016;25.06.2016;128.131,50;12.298,75;36.687,25;79.145,50
25.06.2016;26.06.2016;97.294,00;3.780,75;46.846,25;46.667,00
26.06.2016;27.06.2016;134.803,25;14.799,75;60.407,00;59.596,50
27.06.2016;28.06.2016;166.559,50;31.354,00;79.928,50;55.277,00
28.06.2016;29.06.2016;90.008,25;7.308,00;22.323,25;60.377,00
29.06.2016;30.06.2016;178.694,50;29.912,50;84.405,25;64.376,75
30.06.2016;01.07.2016;135.646,00;26.312,25;65.623,25;43.710,50
01.07.2016;02.07.2016;191.315,00;41.390,50;86.426,00;63.498,50
02.07.2016;03.07.2016;197.355,75;46.422,50;102.904,25;48.029,00
03.07.2016;04.07.2016;178.851,25;37.858,25;75.858,75;65.134,25
04.07.2016;05.07.2016;98.389,50;9.492,75;26.567,25;62.329,50
05.07.2016;06.07.2016;212.244,75;37.408,50;109.759,25;65.077,00
06.07.2016;07.07.2016;291.033,00;51.704,75;166.253,75;73.074,50
07.07.2016;08.07.2016;157.817,75;28.620,75;49.677,25;79.519,75
08.07.2016;09.07.2016;179.840,75;33.057,50;76.291,00;70.492,25
09.07.2016;10.07.2016;176.306,50;29.100,00;76.020,75;71.185,75
10.07.2016;11.07.2016;196.951,25;45.326,50;68.304,00;83.320,75
11.07.2016;12.07.2016;259.297,00;57.303,75;131.408,75;70.584,50
12.07.2016;13.07.2016;152.828,75;30.699,75;76.734,50;45.394,50
13.07.2016;14.07.2016;72.932,00;4.718,75;20.144,75;48.068,50
14.07.2016;15.07.2016;178.731,75;42.352,25;89.901,00;46.478,50
15.07.2016;16.07.2016;220.713,00;43.079,25;121.810,75;55.823,00
16.07.2016;17.07.2016;142.333,50;30.149,75;53.947,25;58.236,50
17.07.2016;18.07.2016;103.273,25;13.273,50;39.975,50;50.024,25
18.07.2016;19.07.2016;133.836,75;14.187,75;45.500,00;74.149,00
19.07.2016;20.07.2016;103.508,75;4.766,00;13.378,75;85.364,00
20.07.2016;21.07.2016;181.018,50;36.752,50;54.027,00;90.239,00
21.07.2016;22.07.2016;89.011,50;8.698,50;26.561,50;53.751,50
22.07.2016;23.07.2016;94.408,00;9.308,25;17.308,25;67.791,50
23.07.2016;24.07.2016;79.864,75;4.247,00;16.296,50;59.321,25
24.07.2016;25.07.2016;74.836,50;396,00;6.489,25;67.951,25
25.07.2016;26.07.2016;78.516,25;10.042,00;11.301,25;57.173,00
26.07.2016;27.07.2016;72.150,00;3.780,75;9.553,00;58.816,25
27.07.2016;28.07.2016;86.377,00;16.722,75;19.282,00;50.372,25
28.07.2016;29.07.2016;76.014,75;2.502,75;14.657,50;58.854,50
29.07.2016;30.07.2016;104.418,25;7.232,75;40.743,25;56.442,25
30.07.2016;31.07.2016;109.601,75;6.428,50;39.436,50;63.736,75
31.07.2016;01.08.2016;64.591,50;5.837,25;14.258,00;44.496,25
01.08.2016;02.08.2016;140.271,00;16.747,50;52.673,00;70.850,50
02.08.2016;03.08.2016;59.286,75;6.259,25;20.196,00;32.831,50
03.08.2016;04.08.2016;182.524,50;39.299,75;104.302,75;38.922,00
04.08.2016;05.08.2016;224.519,75;51.105,75;111.459,50;61.954,50
05.08.2016;06.08.2016;117.641,25;23.732,75;57.669,50;36.239,00
06.08.2016;07.08.2016;138.324,75;20.393,25;54.812,75;63.118,75
07.08.2016;08.08.2016;200.324,25;47.842,25;79.066,75;73.415,25
08.08.2016;09.08.2016;271.734,00;60.383,75;142.393,50;68.956,75
09.08.2016;10.08.2016;168.067,50;52.242,00;78.842,75;36.982,75
10.08.2016;11.08.2016;173.943,00;48.946,00;69.845,75;55.151,25
11.08.2016;12.08.2016;164.460,75;25.898,50;78.491,00;60.071,25
12.08.2016;13.08.2016;119.848,00;35.459,00;70.873,25;13.515,75
13.08.2016;14.08.2016;220.056,75;49.645,25;108.251,00;62.160,50
14.08.2016;15.08.2016;118.436,75;14.357,00;38.474,00;65.605,75
15.08.2016;16.08.2016;90.192,75;5.656,25;18.149,75;66.386,75
16.08.2016;17.08.2016;90.143,25;4.776,75;15.806,25;69.560,25
17.08.2016;18.08.2016;95.345,50;1.636,75;17.952,25;75.756,50
18.08.2016;19.08.2016;87.133,25;4.462,00;14.779,75;67.891,50
19.08.2016;20.08.2016;82.041,00;6.108,75;12.755,00;63.177,25
20.08.2016;21.08.2016;123.852,75;27.162,25;46.761,75;49.928,75
21.08.2016;22.08.2016;174.234,25;36.886,50;87.510,75;49.837,00
22.08.2016;23.08.2016;146.030,75;29.214,00;71.706,50;45.110,25
23.08.2016;24.08.2016;94.018,25;5.952,50;23.822,75;64.243,00
24.08.2016;25.08.2016;143.779,00;17.646,00;49.083,75;77.049,25
25.08.2016;26.08.2016;161.163,25;13.005,00;69.542,00;78.616,25
26.08.2016;27.08.2016;138.352,50;14.208,50;47.170,00;76.974,00
27.08.2016;28.08.2016;107.009,50;10.629,25;21.518,25;74.862,00
28.08.2016;29.08.2016;176.031,25;40.570,75;67.427,75;68.032,75
29.08.2016;30.08.2016;173.822,25;38.826,00;87.424,50;47.571,75
30.08.2016;31.08.2016;112.188,75;16.170,25;28.936,75;67.081,75
31.08.2016;01.09.2016;107.460,25;9.185,25;24.373,75;73.901,25
01.09.2016;02.09.2016;92.317,00;10.951,25;27.491,50;53.874,25
02.09.2016;03.09.2016;136.517,50;36.106,50;37.780,00;62.631,00
03.09.2016;04.09.2016;102.975,75;13.557,00;37.791,50;51.627,25
04.09.2016;05.09.2016;149.809,75;32.045,75;82.304,75;35.459,25
05.09.2016;06.09.2016;91.784,25;8.405,00;46.220,25;37.159,00
06.09.2016;07.09.2016;85.014,00;9.772,25;15.921,50;59.320,25
07.09.2016;08.09.2016;102.786,75;6.077,00;27.935,25;68.774,50
08.09.2016;09.09.2016;123.635,75;16.669,50;37.401,75;69.564,50
09.09.2016;10.09.2016;91.627,00;11.323,50;18.712,75;61.590,75
10.09.2016;11.09.2016;100.248,75;19.568,50;16.659,50;64.020,75
11.09.2016;12.09.2016;92.080,75;17.317,25;21.388,00;53.375,50
12.09.2016;13.09.2016;110.103,50;11.070,00;33.793,25;65.240,25
13.09.2016;14.09.2016;143.795,50;18.329,25;59.590,00;65.876,25
14.09.2016;15.09.2016;189.070,25;39.525,00;83.592,25;65.953,00
15.09.2016;16.09.2016;213.175,75;43.529,00;104.113,25;65.533,50
16.09.2016;17.09.2016;92.198,25;17.467,00;38.680,00;36.051,25
17.09.2016;18.09.2016;84.865,75;13.307,25;55.509,25;16.049,25
18.09.2016;19.09.2016;106.812,50;17.558,00;63.409,00;25.845,50
19.09.2016;20.09.2016;38.850,50;4.072,50;17.748,00;17.030,00
20.09.2016;21.09.2016;46.230,00;1.871,25;8.074,00;36.284,75
21.09.2016;22.09.2016;60.190,25;1.959,25;8.933,75;49.297,25
22.09.2016;23.09.2016;73.320,25;7.035,25;10.865,00;55.420,00
23.09.2016;24.09.2016;94.838,75;12.177,75;35.351,25;47.309,75
24.09.2016;25.09.2016;105.300,50;18.625,25;28.545,75;58.129,50
25.09.2016;26.09.2016;174.750,00;41.055,50;71.445,50;62.249,00
26.09.2016;27.09.2016;68.647,00;4.478,25;18.532,00;45.636,75
27.09.2016;28.09.2016;93.206,25;23.569,75;21.003,75;48.632,75
28.09.2016;29.09.2016;263.404,50;61.723,50;156.632,75;45.048,25
29.09.2016;30.09.2016;294.785,25;67.184,75;181.876,25;45.724,25
30.09.2016;01.10.2016;186.713,25;53.354,00;92.877,25;40.482,00
01.10.2016;02.10.2016;77.063,25;9.423,50;35.611,50;32.028,25
02.10.2016;03.10.2016;80.788,75;13.287,75;43.768,50;23.732,50
03.10.2016;04.10.2016;119.747,75;44.174,25;49.268,50;26.305,00
04.10.2016;05.10.2016;167.658,00;50.453,50;93.867,25;23.337,25
05.10.2016;06.10.2016;190.553,50;52.206,75;96.183,75;42.163,00
06.10.2016;07.10.2016;178.827,00;57.562,00;112.120,25;9.144,75
07.10.2016;08.10.2016;113.864,25;31.821,50;66.186,00;15.856,75
08.10.2016;09.10.2016;92.454,25;26.503,75;42.653,00;23.297,50
09.10.2016;10.10.2016;65.714,25;21.176,75;16.991,00;27.546,50
10.10.2016;11.10.2016;55.546,00;11.129,75;11.397,50;33.018,75
11.10.2016;12.10.2016;138.558,75;56.993,75;60.475,75;21.089,25
12.10.2016;13.10.2016;136.704,75;60.701,75;58.480,50;17.522,50
13.10.2016;14.10.2016;187.098,75;59.040,75;100.249,25;27.808,75
14.10.2016;15.10.2016;250.123,75;67.661,75;146.317,75;36.144,25
15.10.2016;16.10.2016;151.807,00;47.513,25;88.721,25;15.572,50
16.10.2016;17.10.2016;100.560,75;27.805,75;32.662,00;40.093,00
17.10.2016;18.10.2016;103.899,50;28.016,25;55.612,50;20.270,75
18.10.2016;19.10.2016;109.922,75;44.905,75;49.253,25;15.763,75
19.10.2016;20.10.2016;78.774,25;13.869,75;48.575,00;16.329,50
20.10.2016;21.10.2016;99.311,25;53.248,25;27.958,00;18.105,00
21.10.2016;22.10.2016;97.171,50;54.879,50;29.511,00;12.781,00
22.10.2016;23.10.2016;71.889,25;34.651,50;20.247,50;16.990,25
23.10.2016;24.10.2016;63.863,25;12.100,25;21.303,75;30.459,25
24.10.2016;25.10.2016;89.795,50;26.737,25;43.067,75;19.990,50
25.10.2016;26.10.2016;35.121,75;6.095,00;16.846,50;12.180,25
26.10.2016;27.10.2016;72.330,75;33.562,00;22.952,50;15.816,25
27.10.2016;28.10.2016;154.528,25;56.363,50;82.300,75;15.864,00
28.10.2016;29.10.2016;212.700,25;68.795,25;121.907,75;21.997,25
29.10.2016;30.10.2016;129.644,75;44.238,50;71.137,00;14.269,25
30.10.2016;31.10.2016;52.997,75;8.081,00;24.787,00;20.129,75
31.10.2016;01.11.2016;48.956,75;9.349,00;13.645,50;25.962,25
01.11.2016;02.11.2016;168.968,50;62.632,50;81.045,00;25.291,00
02.11.2016;03.11.2016;188.614,75;53.552,75;119.125,25;15.936,75
03.11.2016;04.11.2016;65.761,50;14.314,25;34.061,25;17.386,00
04.11.2016;05.11.2016;166.416,25;54.048,25;91.253,50;21.114,50
05.11.2016;06.11.2016;97.518,75;21.831,25;67.896,00;7.791,50
06.11.2016;07.11.2016;113.657,00;35.854,00;70.175,50;7.627,50
07.11.2016;08.11.2016;131.830,25;52.211,75;66.333,50;13.285,00
08.11.2016;09.11.2016;59.710,75;12.741,50;30.479,25;16.490,00
09.11.2016;10.11.2016;64.803,00;12.211,25;34.051,75;18.540,00
10.11.2016;11.11.2016;58.278,25;16.784,00;33.938,25;7.556,00
11.11.2016;12.11.2016;68.860,25;19.363,25;41.212,50;8.284,50
12.11.2016;13.11.2016;96.223,00;43.330,00;39.353,25;13.539,75
13.11.2016;14.11.2016;113.039,00;30.036,00;64.855,50;18.147,50
14.11.2016;15.11.2016;177.422,25;55.788,00;95.422,00;26.212,25
15.11.2016;16.11.2016;163.883,25;40.077,75;119.448,25;4.357,25
16.11.2016;17.11.2016;184.123,50;51.503,50;130.295,75;2.324,25
17.11.2016;18.11.2016;239.117,25;67.921,25;164.372,75;6.823,25
18.11.2016;19.11.2016;282.677,25;70.697,00;201.494,00;10.486,25
19.11.2016;20.11.2016;223.084,00;66.561,50;149.890,50;6.632,00
20.11.2016;21.11.2016;325.139,50;63.168,75;246.744,50;15.226,25
21.11.2016;22.11.2016;192.641,00;43.007,50;135.167,25;14.466,25
22.11.2016;23.11.2016;158.178,50;56.404,00;84.588,25;17.186,25
23.11.2016;24.11.2016;58.711,50;16.558,50;25.628,50;16.524,50
24.11.2016;25.11.2016;116.079,50;17.139,50;84.469,50;14.470,50
25.11.2016;26.11.2016;66.482,25;3.455,25;53.663,50;9.363,50
26.11.2016;27.11.2016;96.565,50;33.928,00;56.993,25;5.644,25
27.11.2016;28.11.2016;138.893,25;41.520,75;88.131,25;9.241,25
28.11.2016;29.11.2016;98.293,75;16.484,00;59.393,00;22.416,75
29.11.2016;30.11.2016;131.423,50;34.556,75;73.400,25;23.466,50
30.11.2016;01.12.2016;263.322,75;67.874,00;180.544,75;14.904,00
01.12.2016;02.12.2016;320.165,50;69.119,50;245.198,75;5.847,25
02.12.2016;03.12.2016;145.869,00;43.948,75;94.177,00;7.743,25
03.12.2016;04.12.2016;38.511,50;6.301,25;12.067,50;20.142,75
04.12.2016;05.12.2016;48.281,25;1.940,25;27.127,75;19.213,25
05.12.2016;06.12.2016;52.077,75;4.588,25;30.599,25;16.890,25
06.12.2016;07.12.2016;51.276,25;9.624,00;29.839,75;11.812,50
07.12.2016;08.12.2016;202.720,50;62.539,25;130.659,00;9.522,25
08.12.2016;09.12.2016;252.584,50;58.873,00;179.732,75;13.978,75
09.12.2016;10.12.2016;211.468,75;50.577,50;153.810,00;7.081,25
10.12.2016;11.12.2016;198.938,00;44.905,50;140.544,00;13.488,50
11.12.2016;12.12.2016;236.037,50;55.745,75;176.389,50;3.902,25
12.12.2016;13.12.2016;78.270,50;13.601,50;60.656,25;4.012,75
13.12.2016;14.12.2016;55.403,00;16.656,75;31.453,00;7.293,25
14.12.2016;15.12.2016;36.428,00;12.753,75;19.134,00;4.540,25
15.12.2016;16.12.2016;125.047,50;38.326,50;75.902,75;10.818,25
16.12.2016;17.12.2016;73.513,00;15.830,75;41.056,75;16.625,50
17.12.2016;18.12.2016;57.392,25;16.635,50;32.454,50;8.302,25
18.12.2016;19.12.2016;87.895,25;22.567,50;61.764,25;3.563,50
19.12.2016;20.12.2016;37.743,50;7.488,25;21.166,50;9.088,75
20.12.2016;21.12.2016;93.008,00;21.408,00;56.379,50;15.220,50
21.12.2016;22.12.2016;207.623,00;63.861,50;131.466,75;12.294,75
22.12.2016;23.12.2016;162.655,25;53.976,50;101.640,25;7.038,50
23.12.2016;24.12.2016;236.499,00;65.772,25;166.148,25;4.578,50
24.12.2016;25.12.2016;324.987,00;70.838,50;250.022,75;4.125,75
25.12.2016;26.12.2016;321.649,00;68.397,50;251.539,25;1.712,25
26.12.2016;27.12.2016;344.975,25;59.215,00;280.874,75;4.885,50
27.12.2016;28.12.2016;307.306,25;60.687,00;240.807,00;5.812,25
28.12.2016;29.12.2016;103.411,00;23.486,75;75.633,75;4.290,50
29.12.2016;30.12.2016;109.550,75;43.825,75;50.985,75;14.739,25
30.12.2016;31.12.2016;162.695,75;53.623,75;89.691,50;19.380,50
31.12.2016;01.01.2017;206.234,50;69.280,50;123.731,50;13.222,50
01.01.2017;02.01.2017;189.840,25;47.713,75;128.436,25;13.690,25
02.01.2017;03.01.2017;161.802,00;57.259,00;98.325,75;6.217,25
03.01.2017;04.01.2017;297.963,00;67.544,50;226.163,75;4.254,75
04.01.2017;05.01.2017;325.311,50;62.320,25;259.063,50;3.927,75
05.01.2017;06.01.2017;114.791,00;25.771,75;79.861,25;9.158,00
06.01.2017;07.01.2017;73.745,25;34.539,50;27.778,75;11.427,00
07.01.2017;08.01.2017;168.709,50;51.577,75;113.222,75;3.909,00
08.01.2017;09.01.2017;31.845,25;8.526,00;20.982,75;2.336,50
09.01.2017;10.01.2017;138.447,75;51.877,00;83.624,00;2.946,75
10.01.2017;11.01.2017;143.744,50;39.476,00;100.305,50;3.963,00
11.01.2017;12.01.2017;306.516,00;71.399,75;232.820,00;2.296,25
12.01.2017;13.01.2017;275.612,00;58.828,75;212.326,00;4.457,25
13.01.2017;14.01.2017;189.500,00;41.206,50;143.804,50;4.489,00
14.01.2017;15.01.2017;258.857,75;71.028,00;182.620,00;5.209,75
15.01.2017;16.01.2017;112.203,25;28.308,50;76.599,25;7.295,50
16.01.2017;17.01.2017;37.929,25;1.823,50;28.636,50;7.469,25
17.01.2017;18.01.2017;37.025,00;6.122,25;24.239,00;6.663,75
18.01.2017;19.01.2017;83.542,00;34.274,25;42.517,00;6.750,75
19.01.2017;20.01.2017;70.843,25;17.077,25;44.623,50;9.142,50
20.01.2017;21.01.2017;46.412,50;4.820,75;32.254,25;9.337,50
21.01.2017;22.01.2017;38.482,25;2.276,00;23.948,75;12.257,50
22.01.2017;23.01.2017;37.187,25;5.723,75;17.118,25;14.345,25
23.01.2017;24.01.2017;31.654,75;6.913,25;13.790,50;10.951,00
24.01.2017;25.01.2017;24.537,75;6.423,25;10.496,25;7.618,25
25.01.2017;26.01.2017;47.397,50;13.369,00;23.700,00;10.328,50
26.01.2017;27.01.2017;142.673,00;42.885,75;86.868,75;12.918,50
27.01.2017;28.01.2017;155.225,50;46.592,75;91.338,75;17.294,00
28.01.2017;29.01.2017;131.279,75;44.046,75;68.155,50;19.077,50
29.01.2017;30.01.2017;186.705,75;61.523,75;111.161,50;14.020,50
30.01.2017;31.01.2017;148.611,75;42.993,50;99.339,50;6.278,75
31.01.2017;01.02.2017;90.830,00;41.218,25;44.877,00;4.734,75
01.02.2017;02.02.2017;154.627,75;61.583,50;79.002,00;14.042,25
02.02.2017;03.02.2017;169.977,50;64.378,50;89.458,75;16.140,25
03.02.2017;04.02.2017;98.320,50;31.015,00;57.981,00;9.324,50
04.02.2017;05.02.2017;126.153,50;23.212,00;79.856,00;23.085,50
05.02.2017;06.02.2017;95.002,00;27.365,25;44.998,50;22.638,25
06.02.2017;07.02.2017;125.303,75;52.578,50;63.348,50;9.376,75
07.02.2017;08.02.2017;208.137,00;82.184,75;113.696,25;12.256,00
08.02.2017;09.02.2017;168.851,50;63.554,50;84.876,25;20.420,75
09.02.2017;10.02.2017;138.671,75;45.756,25;71.107,00;21.808,50
10.02.2017;11.02.2017;201.834,50;70.294,75;112.312,75;19.227,00
11.02.2017;12.02.2017;224.806,75;77.618,25;122.510,00;24.678,50
12.02.2017;13.02.2017;241.710,75;85.337,50;134.051,50;22.321,75
13.02.2017;14.02.2017;224.475,75;66.051,25;126.271,25;32.153,25
14.02.2017;15.02.2017;184.894,75;47.287,25;96.810,00;40.797,50
15.02.2017;16.02.2017;101.035,75;19.552,50;41.188,25;40.295,00
16.02.2017;17.02.2017;229.427,75;78.848,50;119.683,25;30.896,00
17.02.2017;18.02.2017;164.022,25;47.628,00;106.372,00;10.022,25
18.02.2017;19.02.2017;116.967,00;42.014,75;61.655,25;13.297,00
19.02.2017;20.02.2017;220.594,50;66.743,00;133.246,00;20.605,50
20.02.2017;21.02.2017;322.248,25;85.694,75;227.738,50;8.815,00
21.02.2017;22.02.2017;283.245,25;77.630,00;194.480,50;11.134,75
22.02.2017;23.02.2017;385.569,50;90.143,00;286.508,25;8.918,25
23.02.2017;24.02.2017;315.905,50;65.314,50;231.851,50;18.739,50
24.02.2017;25.02.2017;268.672,25;57.937,25;177.966,25;32.768,75
25.02.2017;26.02.2017;267.590,00;69.913,50;165.680,00;31.996,50
26.02.2017;27.02.2017;304.499,25;87.278,25;200.742,25;16.478,75
27.02.2017;28.02.2017;318.161,50;86.805,75;206.800,50;24.555,25
28.02.2017;01.03.2017;292.789,25;75.014,25;197.190,25;20.584,75
01.03.2017;02.03.2017;237.789,75;55.490,00;155.213,75;27.086,00
02.03.2017;03.03.2017;285.578,00;55.505,75;198.488,75;31.583,50
03.03.2017;04.03.2017;198.577,75;56.205,25;105.333,75;37.038,75
04.03.2017;05.03.2017;161.447,50;40.087,25;77.722,75;43.637,50
05.03.2017;06.03.2017;198.645,50;36.031,50;132.915,50;29.698,50
06.03.2017;07.03.2017;146.195,00;48.958,00;78.719,50;18.517,50
07.03.2017;08.03.2017;54.459,75;12.293,75;27.811,00;14.355,00
08.03.2017;09.03.2017;180.237,75;51.832,75;103.891,25;24.513,75
09.03.2017;10.03.2017;178.184,00;61.005,50;100.221,00;16.957,50
10.03.2017;11.03.2017;184.144,75;42.962,00;106.391,50;34.791,25
11.03.2017;12.03.2017;129.751,25;37.403,50;42.592,50;49.755,25
12.03.2017;13.03.2017;250.730,00;68.380,75;121.502,00;60.847,25
13.03.2017;14.03.2017;122.910,75;22.929,50;44.814,25;55.167,00
14.03.2017;15.03.2017;208.412,00;67.382,75;99.227,75;41.801,50
15.03.2017;16.03.2017;190.814,00;56.033,25;102.305,00;32.475,75
16.03.2017;17.03.2017;219.024,75;67.183,00;89.680,00;62.161,75
17.03.2017;18.03.2017;303.724,00;79.442,75;184.412,75;39.868,50
18.03.2017;19.03.2017;298.075,00;61.191,50;225.329,00;11.554,50
19.03.2017;20.03.2017;222.541,00;60.151,00;154.438,00;7.952,00
20.03.2017;21.03.2017;257.145,75;58.037,75;176.942,00;22.166,00
21.03.2017;22.03.2017;277.499,75;79.979,50;168.979,25;28.541,00
22.03.2017;23.03.2017;134.416,25;32.726,00;70.291,50;31.398,75
23.03.2017;24.03.2017;164.916,50;47.246,00;79.108,25;38.562,25
24.03.2017;25.03.2017;120.089,50;5.474,25;53.909,75;60.705,50
25.03.2017;26.03.2017;137.019,75;11.934,50;56.451,25;68.634,00
26.03.2017;27.03.2017;90.598,75;3.133,75;24.849,50;62.615,50
27.03.2017;28.03.2017;93.147,25;1.282,25;19.153,75;72.711,25
28.03.2017;29.03.2017;107.330,50;1.912,50;33.301,75;72.116,25
29.03.2017;30.03.2017;211.302,25;36.906,00;125.920,25;48.476,00
30.03.2017;31.03.2017;178.023,50;64.707,25;69.216,25;44.100,00
31.03.2017;01.04.2017;216.126,75;63.161,75;87.728,00;65.237,00
01.04.2017;02.04.2017;93.601,00;16.257,75;18.642,25;58.701,00
02.04.2017;03.04.2017;96.572,25;14.828,25;33.439,25;48.304,75
03.04.2017;04.04.2017;63.764,00;2.751,50;19.375,00;41.637,50
04.04.2017;05.04.2017;73.658,00;9.812,50;13.609,50;50.236,00
05.04.2017;06.04.2017;214.358,25;55.463,75;112.466,00;46.428,50
06.04.2017;07.04.2017;246.533,00;62.864,25;139.735,50;43.933,25
07.04.2017;08.04.2017;232.080,75;57.653,50;150.277,00;24.150,25
08.04.2017;09.04.2017;72.955,00;5.356,00;27.215,25;40.383,75
09.04.2017;10.04.2017;124.149,00;26.000,00;26.863,25;71.285,75
10.04.2017;11.04.2017;319.539,75;79.192,50;180.652,50;59.694,75
11.04.2017;12.04.2017;249.458,75;64.058,25;137.286,50;48.114,00
12.04.2017;13.04.2017;325.205,50;79.394,50;202.544,00;43.267,00
13.04.2017;14.04.2017;290.459,25;76.311,50;177.571,75;36.576,00
14.04.2017;15.04.2017;196.128,00;45.064,00;104.131,75;46.932,25
15.04.2017;16.04.2017;301.445,00;78.808,50;189.872,75;32.763,75
16.04.2017;17.04.2017;196.637,75;43.151,00;114.377,50;39.109,25
17.04.2017;18.04.2017;163.791,50;45.841,25;82.631,75;35.318,50
18.04.2017;19.04.2017;188.193,00;40.330,75;104.064,00;43.798,25
19.04.2017;20.04.2017;108.852,50;4.930,50;49.417,00;54.505,00
20.04.2017;21.04.2017;134.056,75;37.240,25;36.618,00;60.198,50
21.04.2017;22.04.2017;264.914,75;63.795,75;149.069,25;52.049,75
22.04.2017;23.04.2017;312.065,00;83.448,25;195.672,00;32.944,75
23.04.2017;24.04.2017;265.529,00;67.906,75;144.800,25;52.822,00
24.04.2017;25.04.2017;252.647,25;56.910,50;130.912,75;64.824,00
25.04.2017;26.04.2017;131.457,00;18.708,00;69.838,25;42.910,75
26.04.2017;27.04.2017;63.088,00;8.655,00;19.366,25;35.066,75
27.04.2017;28.04.2017;124.413,75;41.278,75;44.015,75;39.119,25
28.04.2017;29.04.2017;97.575,50;14.053,25;48.465,50;35.056,75
29.04.2017;30.04.2017;107.198,25;14.612,75;36.864,25;55.721,25
30.04.2017;01.05.2017;282.495,75;55.727,25;147.576,00;79.192,50
01.05.2017;02.05.2017;300.485,50;76.851,50;170.631,50;53.002,50
02.05.2017;03.05.2017;267.372,00;79.330,75;151.880,25;36.161,00
03.05.2017;04.05.2017;261.283,50;82.852,75;131.908,00;46.522,75
04.05.2017;05.05.2017;289.914,25;81.149,50;173.075,50;35.689,25
05.05.2017;06.05.2017;163.332,75;46.247,25;87.477,50;29.608,00
06.05.2017;07.05.2017;106.655,50;11.853,00;32.422,50;62.380,00
07.05.2017;08.05.2017;83.133,75;16.124,75;26.424,75;40.584,25
08.05.2017;09.05.2017;175.656,50;55.581,25;85.721,00;34.354,25
09.05.2017;10.05.2017;105.769,75;20.017,50;35.200,25;50.552,00
10.05.2017;11.05.2017;134.193,75;23.576,25;41.720,00;68.897,50
11.05.2017;12.05.2017;173.523,50;33.931,25;69.090,50;70.501,75
12.05.2017;13.05.2017;172.066,00;63.994,50;65.098,75;42.972,75
13.05.2017;14.05.2017;91.958,50;15.527,00;17.837,25;58.594,25
14.05.2017;15.05.2017;103.489,00;20.516,00;23.622,00;59.351,00
15.05.2017;16.05.2017;100.775,75;14.428,25;21.849,50;64.498,00
16.05.2017;17.05.2017;160.914,50;59.699,75;42.665,75;58.549,00
17.05.2017;18.05.2017;147.007,75;25.807,75;47.895,75;73.304,25
18.05.2017;19.05.2017;181.771,50;36.821,25;74.742,00;70.208,25
19.05.2017;20.05.2017;134.749,75;33.240,75;48.656,25;52.852,75
20.05.2017;21.05.2017;121.872,25;16.985,25;46.871,75;58.015,25
21.05.2017;22.05.2017;94.850,25;13.637,25;16.320,50;64.892,50
22.05.2017;23.05.2017;98.596,00;10.004,00;22.167,00;66.425,00
23.05.2017;24.05.2017;192.037,50;40.898,25;80.135,75;71.003,50
24.05.2017;25.05.2017;176.269,75;23.235,00;96.752,75;56.282,00
25.05.2017;26.05.2017;145.134,75;18.887,50;64.754,25;61.493,00
26.05.2017;27.05.2017;112.596,50;4.355,50;26.326,50;81.914,50
27.05.2017;28.05.2017;194.931,75;43.393,25;64.730,75;86.807,75
28.05.2017;29.05.2017;175.562,25;36.796,00;55.509,00;83.257,25
29.05.2017;30.05.2017;101.189,50;5.961,00;17.337,25;77.891,25
30.05.2017;31.05.2017;157.040,00;16.382,50;70.938,50;69.719,00
31.05.2017;01.06.2017;234.574,75;54.960,75;109.177,50;70.436,50
01.06.2017;02.06.2017;123.488,00;7.932,50;35.626,25;79.929,25
